<AQUIFER>,,
Bore,Depth_Water,WL_Date
TV Elmcrest,32.56,1-Feb-11
TV Elmcrest,38.66,20-May-11
TV Elmcrest,34.74,18-Jul-11
TV Elmcrest,31.37,8-Nov-11
TV Elmcrest,31.79,3-Jan-12
TV Elmcrest,32.03,13-Mar-12
TV Elmcrest,32.81,24-May-12
TV Elmcrest,34.85,19-Jul-12
TV Elmcrest,32.01,17-Sep-12
TV Elmcrest,32.15,19-Mar-13
TV Elmcrest,31.08,26-Nov-13
TV Elmcrest,34.29,1-May-14
TV Elmcrest,31.48,18-Sep-14
TV Elmcrest,31.67,26-Jan-15
TV Elmcrest,31.99,11-Mar-15
TV Elmcrest,32.79,3-Jun-15
TV Elmcrest,32.13,3-Sep-15
TV Elmcrest,34.06,3-Jun-16
TV Elmcrest,31.53,20-Oct-16
TV Elmcrest,31.51,17-Nov-16
TV Elmcrest,31.69,1-Dec-16
TV Elmcrest,32.26,15-Dec-16
TV Elmcrest,31.53,29-Dec-16
TV Elmcrest,32.07,12-Jan-17
TV Elmcrest,32.65,26-Jan-17
TV Elmcrest,31.54,9-Feb-17
TV Elmcrest,31.9,23-Feb-17
TV Elmcrest,32.27,9-Mar-17
TV Elmcrest,32.19,23-Mar-17
TV Fountain Rd,96.5,22-Sep-93
TV Fountain Rd,97.48,25-Mar-96
TV Fountain Rd,96.89,17-Sep-96
TV Fountain Rd,99.97,16-Mar-98
TV Fountain Rd,96.79,28-Sep-98
TV Fountain Rd,98,21-Mar-00
TV Fountain Rd,97.34,27-Sep-00
TV Fountain Rd,97.4,4-Oct-01
TV Fountain Rd,98.6,20-Oct-04
TV Fountain Rd,101,21-Dec-04
TV Fountain Rd,100.6,15-Feb-05
TV Fountain Rd,103.4,12-Apr-05
TV Fountain Rd,99.6,21-Jul-05
TV Fountain Rd,99.2,19-Sep-05
TV Fountain Rd,98.2,23-Nov-05
TV Fountain Rd,99.8,25-Jan-06
TV Fountain Rd,100.1,21-Apr-06
TV Fountain Rd,103,20-Jun-06
TV Fountain Rd,99.62,1-Aug-06
TV Fountain Rd,99.4,31-Aug-06
TV Fountain Rd,99,18-Oct-06
TV Fountain Rd,99.5,28-Dec-06
TV Fountain Rd,99.2,21-Feb-07
TV Fountain Rd,104.1,26-Apr-07
TV Fountain Rd,107.8,18-Jun-07
TV Fountain Rd,98.1,22-Aug-07
TV Fountain Rd,97.5,22-Oct-07
TV Fountain Rd,97.7,18-Dec-07
TV Fountain Rd,98.8,18-Feb-08
TV Fountain Rd,103.3,19-May-08
TV Fountain Rd,102.9,22-Jul-08
TV Fountain Rd,101,10-Sep-08
TV Fountain Rd,98.6,18-Nov-08
TV Fountain Rd,98.8,23-Jan-09
TV Fountain Rd,99.4,12-Mar-09
TV Fountain Rd,99.9,28-May-09
TV Fountain Rd,99.06,15-Jan-10
TV Fountain Rd,100.13,11-Mar-10
TV Fountain Rd,100.57,14-May-10
TV Fountain Rd,99.49,13-Jul-10
TV Fountain Rd,98.96,17-Sep-10
TV Fountain Rd,98.78,9-Nov-10
TV Fountain Rd,99.49,1-Feb-11
TV Fountain Rd,100.37,20-May-11
TV Fountain Rd,100.87,18-Jul-11
TV Fountain Rd,99.53,8-Nov-11
TV Fountain Rd,99.03,3-Jan-12
TV Fountain Rd,103.06,13-Mar-12
TV Fountain Rd,100.2,24-May-12
TV Fountain Rd,100.22,19-Jul-12
TV Fountain Rd,101.15,17-Sep-12
TV Fountain Rd,100.44,19-Mar-13
TV Fountain Rd,99.65,26-Nov-13
TV Fountain Rd,101.46,1-May-14
TV Fountain Rd,101.36,24-Jul-14
TV Fountain Rd,100.95,18-Sep-14
TV Fountain Rd,100.5,26-Jan-15
TV Fountain Rd,101.06,11-Mar-15
TV Fountain Rd,101.35,3-Jun-15
TV Fountain Rd,101.56,3-Sep-15
TV Fountain Rd,102.48,3-Jun-16
TV Fountain Rd,102.86,20-Oct-16
TV Fountain Rd,102.67,17-Mar-17
TV Goodson Rd,54.05,29-Mar-94
TV Goodson Rd,52.64,22-Mar-96
TV Goodson Rd,51.61,19-Jul-96
TV Goodson Rd,49.53,22-Aug-96
TV Goodson Rd,48.08,16-Sep-96
TV Goodson Rd,47.45,22-Oct-96
TV Goodson Rd,48.5,20-Nov-96
TV Goodson Rd,49.55,16-Dec-96
TV Goodson Rd,50.87,21-Jan-97
TV Goodson Rd,51.8,18-Feb-97
TV Goodson Rd,52.77,26-Mar-97
TV Goodson Rd,53.58,28-Apr-97
TV Goodson Rd,53.44,21-May-97
TV Goodson Rd,51.74,25-Jun-97
TV Goodson Rd,50,30-Jul-97
TV Goodson Rd,48.43,25-Aug-97
TV Goodson Rd,47.23,24-Sep-97
TV Goodson Rd,47.13,28-Oct-97
TV Goodson Rd,48.16,24-Nov-97
TV Goodson Rd,49.42,22-Dec-97
TV Goodson Rd,50.59,20-Jan-98
TV Goodson Rd,51.92,26-Feb-98
TV Goodson Rd,52.65,18-Mar-98
TV Goodson Rd,53.75,21-Apr-98
TV Goodson Rd,54.01,18-May-98
TV Goodson Rd,53.47,22-Jun-98
TV Goodson Rd,52.23,20-Jul-98
TV Goodson Rd,50.26,24-Aug-98
TV Goodson Rd,48.7,29-Sep-98
TV Goodson Rd,48.8,26-Oct-98
TV Goodson Rd,49.85,24-Nov-98
TV Goodson Rd,50.84,21-Dec-98
TV Goodson Rd,52.16,27-Jan-99
TV Goodson Rd,53.02,22-Feb-99
TV Goodson Rd,53.53,22-Mar-99
TV Goodson Rd,54.98,30-Apr-99
TV Goodson Rd,54.7,24-May-99
TV Goodson Rd,53.3,22-Jun-99
TV Goodson Rd,51.18,26-Jul-99
TV Goodson Rd,49.9,24-Aug-99
TV Goodson Rd,48.64,21-Sep-99
TV Goodson Rd,48.67,20-Oct-99
TV Goodson Rd,49.18,16-Nov-99
TV Goodson Rd,51.32,14-Dec-99
TV Goodson Rd,51.76,18-Jan-00
TV Goodson Rd,52.89,15-Feb-00
TV Goodson Rd,54,21-Mar-00
TV Goodson Rd,54.8,11-Apr-00
TV Goodson Rd,55.36,16-May-00
TV Goodson Rd,56.36,13-Jun-00
TV Goodson Rd,53.1,11-Jul-00
TV Goodson Rd,51.05,15-Aug-00
TV Goodson Rd,45.4,26-Sep-00
TV Goodson Rd,49.2,17-Oct-00
TV Goodson Rd,50,14-Nov-00
TV Goodson Rd,51.06,12-Dec-00
TV Goodson Rd,52.57,23-Jan-01
TV Goodson Rd,53.32,13-Feb-01
TV Goodson Rd,54.2,13-Mar-01
TV Goodson Rd,55.3,17-Apr-01
TV Goodson Rd,55.78,15-May-01
TV Goodson Rd,54.53,19-Jun-01
TV Goodson Rd,53.25,17-Jul-01
TV Goodson Rd,52.15,14-Aug-01
TV Goodson Rd,51.29,11-Sep-01
TV Goodson Rd,51.5,9-Oct-01
TV Goodson Rd,54.2,8-Jan-02
TV Goodson Rd,56.5,2-Apr-02
TV Goodson Rd,56.1,20-Jun-02
TV Goodson Rd,53.7,12-Sep-02
TV Goodson Rd,52.5,11-Dec-02
TV Goodson Rd,55.1,4-Mar-03
TV Goodson Rd,52.1,16-Sep-03
TV Goodson Rd,53.7,31-Dec-03
TV Goodson Rd,55.8,19-Feb-04
TV Goodson Rd,57.2,22-Apr-04
TV Goodson Rd,55.7,16-Jun-04
TV Goodson Rd,52.9,25-Aug-04
TV Goodson Rd,50.9,18-Oct-04
TV Goodson Rd,52.7,20-Dec-04
TV Goodson Rd,52.9,16-Feb-05
TV Goodson Rd,57.6,14-Apr-05
TV Goodson Rd,54.8,22-Jul-05
TV Goodson Rd,52.8,20-Sep-05
TV Goodson Rd,52.7,22-Nov-05
TV Goodson Rd,55.5,26-Jan-06
TV Goodson Rd,57.7,24-Apr-06
TV Goodson Rd,56.1,20-Jun-06
TV Goodson Rd,53.3,31-Aug-06
TV Goodson Rd,51.8,19-Oct-06
TV Goodson Rd,54.1,28-Dec-06
TV Goodson Rd,55.8,20-Feb-07
TV Goodson Rd,57.8,26-Apr-07
TV Goodson Rd,55,18-Jun-07
TV Goodson Rd,54.6,22-Aug-07
TV Goodson Rd,52.3,22-Oct-07
TV Goodson Rd,53.5,18-Dec-07
TV Goodson Rd,55.8,18-Feb-08
TV Goodson Rd,57.4,19-May-08
TV Goodson Rd,57.5,17-Jul-08
TV Goodson Rd,54.2,9-Sep-08
TV Goodson Rd,52.7,18-Nov-08
TV Goodson Rd,54.9,23-Jan-09
TV Goodson Rd,56.4,12-Mar-09
TV Goodson Rd,58.5,28-May-09
TV Goodson Rd,54.79,15-Jan-10
TV Goodson Rd,56.59,11-Mar-10
TV Goodson Rd,58.14,14-May-10
TV Goodson Rd,55.85,13-Jul-10
TV Goodson Rd,52.75,17-Sep-10
TV Goodson Rd,53.11,9-Nov-10
TV Goodson Rd,56.02,1-Feb-11
TV Goodson Rd,58.51,20-May-11
TV Goodson Rd,55.91,18-Jul-11
TV Goodson Rd,52.73,8-Nov-11
TV Goodson Rd,54.64,3-Jan-12
TV Goodson Rd,56.82,13-Mar-12
TV Goodson Rd,58.28,24-May-12
TV Goodson Rd,56.1,19-Jul-12
TV Goodson Rd,53.26,17-Sep-12
TV Goodson Rd,57.63,19-Mar-13
TV Goodson Rd,53.63,26-Nov-13
TV Goodson Rd,58.17,1-May-14
TV Goodson Rd,55.28,24-Jul-14
TV Goodson Rd,53.33,18-Sep-14
TV Goodson Rd,56.24,29-Jan-15
TV Goodson Rd,57.34,11-Mar-15
TV Goodson Rd,56.86,3-Jun-15
TV Goodson Rd,53.5,4-Sep-15
TV Goodson Rd,58.33,3-Jun-16
TV Goodson Rd,53.53,20-Oct-16
TV Goodson Rd,53.83,31-Oct-16
TV Goodson Rd,54.4,17-Nov-16
TV Goodson Rd,54.83,1-Dec-16
TV Goodson Rd,55.19,15-Dec-16
TV Goodson Rd,55.71,29-Dec-16
TV Goodson Rd,56.17,12-Jan-17
TV Goodson Rd,56.58,26-Jan-17
TV Goodson Rd,56.9,9-Feb-17
TV Goodson Rd,57.31,23-Feb-17
TV Goodson Rd,57.6,9-Mar-17
TV Goodson Rd,57.87,23-Mar-17
TV Hollow Rd,144.11,22-Mar-96
TV Hollow Rd,148.45,16-Sep-96
TV Hollow Rd,150.05,16-Mar-98
TV Hollow Rd,153.87,6-Aug-98
TV Hollow Rd,144.99,28-Sep-98
TV Hollow Rd,146.72,21-Mar-00
TV Hollow Rd,150.78,29-Sep-00
TV Hollow Rd,146.3,9-Oct-01
TV Hollow Rd,150,31-Dec-03
TV Hollow Rd,146.8,19-Feb-04
TV Hollow Rd,147.1,22-Apr-04
TV Hollow Rd,152.5,16-Jun-04
TV Hollow Rd,149.4,25-Aug-04
TV Hollow Rd,146.8,18-Oct-04
TV Hollow Rd,146.8,20-Dec-04
TV Hollow Rd,147,16-Feb-05
TV Hollow Rd,147.4,14-Apr-05
TV Hollow Rd,159.7,22-Jul-05
TV Hollow Rd,149.3,19-Sep-05
TV Hollow Rd,147.9,23-Nov-05
TV Hollow Rd,147.8,26-Jan-06
TV Hollow Rd,160.7,24-Apr-06
TV Hollow Rd,151.4,20-Jun-06
TV Hollow Rd,153.4,31-Aug-06
TV Hollow Rd,151.7,19-Oct-06
TV Hollow Rd,149.6,28-Dec-06
TV Hollow Rd,148.2,20-Feb-07
TV Hollow Rd,148.8,26-Apr-07
TV Hollow Rd,156,18-Jun-07
TV Hollow Rd,151.6,22-Aug-07
TV Hollow Rd,148,22-Oct-07
TV Hollow Rd,147.6,18-Dec-07
TV Hollow Rd,148.2,18-Feb-08
TV Hollow Rd,154.7,19-May-08
TV Hollow Rd,158.4,17-Jul-08
TV Hollow Rd,158.95,14-Aug-08
TV Hollow Rd,150.2,9-Sep-08
TV Hollow Rd,148.6,18-Nov-08
TV Hollow Rd,148.5,23-Jan-09
TV Hollow Rd,148.4,12-Mar-09
TV Hollow Rd,156,28-May-09
TV Hollow Rd,148.17,15-Jan-10
TV Hollow Rd,148.51,11-Mar-10
TV Hollow Rd,151.03,14-May-10
TV Hollow Rd,158.04,13-Jul-10
TV Hollow Rd,151.19,17-Sep-10
TV Hollow Rd,148.5,9-Nov-10
TV Hollow Rd,148.63,1-Feb-11
TV Hollow Rd,149.55,20-May-11
TV Hollow Rd,158.53,18-Jul-11
TV Hollow Rd,148.78,8-Nov-11
TV Hollow Rd,148.76,3-Jan-12
TV Hollow Rd,150.76,24-May-12
TV Hollow Rd,154.87,19-Jul-12
TV Hollow Rd,151.39,17-Sep-12
TV Hollow Rd,149.33,19-Mar-13
TV Hollow Rd,149.16,26-Nov-13
TV Hollow Rd,150.2,1-May-14
TV Hollow Rd,160.91,24-Jul-14
TV Hollow Rd,153.74,18-Sep-14
TV Hollow Rd,149.29,29-Jan-15
TV Hollow Rd,149.33,11-Mar-15
TV Hollow Rd,157.94,3-Jun-15
TV Hollow Rd,154.62,4-Sep-15
TV Hollow Rd,159.32,3-Jun-16
TV Hollow Rd,150.05,20-Oct-16
TV Hollow Rd,149.61,22-Mar-17
TV Hollylynn,276.73,18-Mar-96
TV Hollylynn,275.5,18-Sep-96
TV Hollylynn,274.4,15-Oct-97
TV Hollylynn,274.52,25-Nov-97
TV Hollylynn,274.73,23-Dec-97
TV Hollylynn,275.95,23-Jan-98
TV Hollylynn,277.15,25-Feb-98
TV Hollylynn,277.19,20-May-98
TV Hollylynn,277.64,24-Jun-98
TV Hollylynn,278.69,13-Jul-98
TV Hollylynn,279.47,21-Jul-98
TV Hollylynn,278.65,25-Aug-98
TV Hollylynn,275.46,1-Oct-98
TV Hollylynn,275.36,29-Oct-98
TV Hollylynn,276.25,23-Dec-98
TV Hollylynn,276.83,29-Jan-99
TV Hollylynn,276.69,24-Feb-99
TV Hollylynn,276.84,24-Mar-99
TV Hollylynn,277.58,28-Apr-99
TV Hollylynn,278.75,27-May-99
TV Hollylynn,278.6,21-Jun-99
TV Hollylynn,279.66,29-Jul-99
TV Hollylynn,278.54,25-Aug-99
TV Hollylynn,277.01,22-Sep-99
TV Hollylynn,275.67,22-Oct-99
TV Hollylynn,275.71,18-Nov-99
TV Hollylynn,276.79,16-Dec-99
TV Hollylynn,277,20-Jan-00
TV Hollylynn,278.36,17-Feb-00
TV Hollylynn,277.78,23-Mar-00
TV Hollylynn,279.5,13-Apr-00
TV Hollylynn,280.16,18-May-00
TV Hollylynn,287.3,15-Jun-00
TV Hollylynn,308.06,13-Jul-00
TV Hollylynn,301.43,17-Aug-00
TV Hollylynn,289.7,28-Sep-00
TV Hollylynn,278.78,19-Oct-00
TV Hollylynn,278.23,16-Nov-00
TV Hollylynn,282.3,14-Dec-00
TV Hollylynn,278.71,26-Jan-01
TV Hollylynn,277.42,16-Feb-01
TV Hollylynn,282.68,15-Mar-01
TV Hollylynn,280.55,19-Apr-01
TV Hollylynn,289.05,17-May-01
TV Hollylynn,291.09,26-Jun-01
TV Hollylynn,301.58,19-Jul-01
TV Hollylynn,307.96,16-Aug-01
TV Hollylynn,293.4,16-Oct-01
TV Hollylynn,280.9,7-Jan-02
TV Hollylynn,281.6,3-Apr-02
TV Hollylynn,308.2,19-Jun-02
TV Hollylynn,292.4,11-Sep-02
TV Hollylynn,279,10-Dec-02
TV Hollylynn,302,4-Mar-03
TV Hollylynn,280.3,15-Sep-03
TV Hollylynn,287.3,31-Dec-03
TV Hollylynn,287.7,26-Feb-04
TV Hollylynn,291.2,23-Apr-04
TV Hollylynn,287.9,16-Jun-04
TV Hollylynn,293,24-Aug-04
TV Hollylynn,292.3,18-Oct-04
TV Hollylynn,283.1,20-Dec-04
TV Hollylynn,288.8,17-Feb-05
TV Hollylynn,290.8,12-Apr-05
TV Hollylynn,292,22-Jul-05
TV Hollylynn,278.8,20-Sep-05
TV Hollylynn,281.1,23-Nov-05
TV Hollylynn,284.7,27-Jan-06
TV Hollylynn,286.8,18-Apr-06
TV Hollylynn,287.2,19-Jun-06
TV Hollylynn,287,1-Sep-06
TV Hollylynn,295.7,20-Oct-06
TV Hollylynn,284.5,29-Dec-06
TV Hollylynn,284.6,22-Feb-07
TV Hollylynn,310.5,27-Apr-07
TV Hollylynn,248.1,19-Jun-07
TV Hollylynn,295.5,23-Aug-07
TV Hollylynn,294.9,23-Oct-07
TV Hollylynn,284.3,19-Dec-07
TV Hollylynn,285.3,20-Feb-08
TV Hollylynn,323.8,21-May-08
TV Hollylynn,298.5,21-Jul-08
TV Hollylynn,288.5,11-Sep-08
TV Hollylynn,285.1,20-Nov-08
TV Hollylynn,288.6,12-Jan-09
TV Hollylynn,288.4,10-Mar-09
TV Hollylynn,290.8,26-May-09
TV Hollylynn,289.6,20-Jul-09
TV Hollylynn,296.1,21-Sep-09
TV Hollylynn,288.2,9-Nov-09
TV Hollylynn,287.7,13-Jan-10
TV Hollylynn,291.65,10-Mar-10
TV Hollylynn,290.94,19-May-10
TV Hollylynn,290.5,14-Jul-10
TV Hollylynn,289.25,15-Sep-10
TV Hollylynn,286.35,17-Nov-10
TV Hollylynn,286.05,31-Jan-11
TV Hollylynn,289.25,18-May-11
TV Hollylynn,290.82,20-Jul-11
TV Hollylynn,295.54,21-Sep-11
TV Hollylynn,285.01,7-Dec-11
TV Hollylynn,285.68,11-Jan-12
TV Hollylynn,287.11,9-Apr-12
TV Hollylynn,289.29,30-May-12
TV Hollylynn,288.38,1-Aug-12
TV Hollylynn,287.53,26-Sep-12
TV Hollylynn,286.94,13-Feb-13
TV Hollylynn,288.67,25-Nov-13
TV Hollylynn,316.95,29-Apr-14
TV Hollylynn,298.21,1-Aug-14
TV Hollylynn,293.72,22-Sep-14
TV Hollylynn,289.27,24-Jan-15
TV Hollylynn,290.07,30-Mar-15
TV Hollylynn,326.73,8-Sep-15
TV Hollylynn,289.26,15-Nov-16
TV Hollylynn,290.14,31-Mar-17
TV Homedale Rd,107.83,4-Apr-96
TV Homedale Rd,109.1,23-Sep-96
TV Homedale Rd,103.94,18-Mar-98
TV Homedale Rd,108.53,2-Oct-98
TV Homedale Rd,102.75,24-Mar-00
TV Homedale Rd,104.6,26-Sep-00
TV Homedale Rd,107.95,10-Oct-01
TV Homedale Rd,113.93,8-Jan-04
TV Homedale Rd,120.83,24-Feb-04
TV Homedale Rd,125,19-Apr-04
TV Homedale Rd,117.77,23-Aug-04
TV Homedale Rd,113.08,20-Oct-04
TV Homedale Rd,114.85,21-Dec-04
TV Homedale Rd,117.83,17-Feb-05
TV Homedale Rd,123.49,12-Apr-05
TV Homedale Rd,125.51,21-Jul-05
TV Homedale Rd,115.45,19-Sep-05
TV Homedale Rd,105.25,25-Jan-06
TV Homedale Rd,106.15,21-Apr-06
TV Homedale Rd,119.95,20-Jun-06
TV Homedale Rd,110.2,28-Aug-06
TV Homedale Rd,109.05,18-Oct-06
TV Homedale Rd,107.21,27-Dec-06
TV Homedale Rd,103.82,21-Feb-07
TV Homedale Rd,109.33,24-Apr-07
TV Homedale Rd,119.33,18-Jun-07
TV Homedale Rd,114.05,27-Aug-07
TV Homedale Rd,86.2,18-Dec-07
TV Homedale Rd,115.1,18-Feb-08
TV Homedale Rd,117.33,22-Jul-08
TV Homedale Rd,117.3,10-Sep-08
TV Homedale Rd,112.37,20-Nov-08
TV Homedale Rd,101.42,12-Mar-09
TV Homedale Rd,111,28-May-09
TV Homedale Rd,115.66,22-Jul-09
TV Homedale Rd,104.06,24-Sep-09
TV Homedale Rd,101.11,13-Nov-09
TV Homedale Rd,100.04,19-Jan-10
TV Homedale Rd,100.2,11-Mar-10
TV Homedale Rd,112.01,14-May-10
TV Homedale Rd,105.27,13-Jul-10
TV Homedale Rd,103.34,17-Sep-10
TV Homedale Rd,99.88,9-Nov-10
TV Homedale Rd,99.21,1-Feb-11
TV Homedale Rd,99.11,8-Mar-11
TV Homedale Rd,101.52,20-May-11
TV Homedale Rd,102.67,21-Jul-11
TV Homedale Rd,98.62,8-Nov-11
TV Homedale Rd,100.17,5-Jan-12
TV Homedale Rd,108.14,13-Mar-12
TV Homedale Rd,104.39,29-May-12
TV Homedale Rd,104.73,20-Jul-12
TV Homedale Rd,103.99,13-Sep-12
TV Homedale Rd,99.96,21-Mar-13
TV Homedale Rd,106.19,25-Sep-13
TV Homedale Rd,103.68,26-Nov-13
TV Homedale Rd,107.76,1-May-14
TV Homedale Rd,107.86,24-Jul-14
TV Homedale Rd,112.59,19-Sep-14
TV Homedale Rd,103.02,26-Jan-15
TV Homedale Rd,103.08,11-Mar-15
TV Homedale Rd,107.69,4-Jun-15
TV Homedale Rd,107.31,3-Sep-15
TV Homedale Rd,105.15,21-Oct-16
TV Homedale Rd,106.9,17-Mar-17
TV Hubbard Rd,53.8,3-Aug-70
TV Hubbard Rd,50.47,8-Oct-70
TV Hubbard Rd,65.6,17-Aug-93
TV Hubbard Rd,74.9,21-Mar-96
TV Hubbard Rd,56.9,19-Sep-96
TV Hubbard Rd,73.35,16-Mar-98
TV Hubbard Rd,55.3,28-Sep-98
TV Hubbard Rd,74.56,20-Mar-00
TV Hubbard Rd,58.12,25-Sep-00
TV Hubbard Rd,70.4,18-Oct-01
TV Hubbard Rd,71.5,24-Dec-03
TV Hubbard Rd,77,26-Feb-04
TV Hubbard Rd,83.2,25-Apr-04
TV Hubbard Rd,78.8,18-Jun-04
TV Hubbard Rd,69.8,24-Aug-04
TV Hubbard Rd,73.8,18-Oct-04
TV Hubbard Rd,71.8,22-Dec-04
TV Hubbard Rd,72.4,15-Feb-05
TV Hubbard Rd,80.3,12-Apr-05
TV Hubbard Rd,80.6,22-Jul-05
TV Hubbard Rd,71,20-Sep-05
TV Hubbard Rd,71.1,23-Nov-05
TV Hubbard Rd,78.1,26-Jan-06
TV Hubbard Rd,82,19-Apr-06
TV Hubbard Rd,79,19-Jun-06
TV Hubbard Rd,66.2,31-Aug-06
TV Hubbard Rd,64.4,19-Oct-06
TV Hubbard Rd,71.8,28-Dec-06
TV Hubbard Rd,76.4,21-Feb-07
TV Hubbard Rd,80.6,27-Apr-07
TV Hubbard Rd,84.7,19-Jun-07
TV Hubbard Rd,67.4,23-Aug-07
TV Hubbard Rd,72.5,19-Dec-07
TV Hubbard Rd,77.6,19-Feb-08
TV Hubbard Rd,81.5,20-May-08
TV Hubbard Rd,71.6,18-Jul-08
TV Hubbard Rd,72.8,10-Sep-08
TV Hubbard Rd,66.8,19-Nov-08
TV Hubbard Rd,73.1,13-Jan-09
TV Hubbard Rd,77.6,10-Mar-09
TV Hubbard Rd,79.5,26-May-09
TV Hubbard Rd,72.2,20-Jul-09
TV Hubbard Rd,62.9,24-Sep-09
TV Hubbard Rd,65.4,9-Nov-09
TV Hubbard Rd,73.09,14-Jan-10
TV Hubbard Rd,77.09,8-Mar-10
TV Hubbard Rd,80,19-May-10
TV Hubbard Rd,78.41,16-Jul-10
TV Hubbard Rd,62.97,15-Sep-10
TV Hubbard Rd,64.59,15-Nov-10
TV Hubbard Rd,73.08,26-Jan-11
TV Hubbard Rd,79.61,18-May-11
TV Hubbard Rd,71.12,20-Jul-11
TV Hubbard Rd,60.55,21-Sep-11
TV Hubbard Rd,66.53,9-Dec-11
TV Hubbard Rd,70.67,11-Jan-12
TV Hubbard Rd,76.63,28-Mar-12
TV Hubbard Rd,76.79,30-May-12
TV Hubbard Rd,64.28,1-Aug-12
TV Hubbard Rd,58.05,28-Sep-12
TV Hubbard Rd,71.8,25-Nov-13
TV Hubbard Rd,82.12,29-Apr-14
TV Hubbard Rd,68.57,30-Jul-14
TV Hubbard Rd,61.14,22-Sep-14
TV Hubbard Rd,73.93,24-Jan-15
TV Hubbard Rd,77.92,25-Mar-15
TV Hubbard Rd,76.65,4-Jun-15
TV Hubbard Rd,64.72,14-Sep-15
TV Hubbard Rd,77.99,1-Jun-16
TV Hubbard Rd,78.13,2-Jun-16
TV Hubbard Rd,77.99,2-Jun-16
TV Hubbard Rd,77.89,3-Jun-16
TV Hubbard Rd,77.72,3-Jun-16
TV Hubbard Rd,77.71,4-Jun-16
TV Hubbard Rd,77.66,4-Jun-16
TV Hubbard Rd,77.73,5-Jun-16
TV Hubbard Rd,77.72,5-Jun-16
TV Hubbard Rd,77.75,6-Jun-16
TV Hubbard Rd,77.67,6-Jun-16
TV Hubbard Rd,77.67,7-Jun-16
TV Hubbard Rd,77.55,7-Jun-16
TV Hubbard Rd,77.52,8-Jun-16
TV Hubbard Rd,77.45,8-Jun-16
TV Hubbard Rd,77.46,9-Jun-16
TV Hubbard Rd,77.28,9-Jun-16
TV Hubbard Rd,77.26,10-Jun-16
TV Hubbard Rd,77.15,10-Jun-16
TV Hubbard Rd,77.01,11-Jun-16
TV Hubbard Rd,76.78,11-Jun-16
TV Hubbard Rd,76.66,12-Jun-16
TV Hubbard Rd,76.51,12-Jun-16
TV Hubbard Rd,76.5,13-Jun-16
TV Hubbard Rd,76.49,13-Jun-16
TV Hubbard Rd,76.53,14-Jun-16
TV Hubbard Rd,76.38,14-Jun-16
TV Hubbard Rd,76.29,15-Jun-16
TV Hubbard Rd,76.21,15-Jun-16
TV Hubbard Rd,76.08,16-Jun-16
TV Hubbard Rd,75.83,16-Jun-16
TV Hubbard Rd,75.5,17-Jun-16
TV Hubbard Rd,75.34,17-Jun-16
TV Hubbard Rd,75.26,18-Jun-16
TV Hubbard Rd,75.15,18-Jun-16
TV Hubbard Rd,74.96,19-Jun-16
TV Hubbard Rd,74.8,19-Jun-16
TV Hubbard Rd,74.76,20-Jun-16
TV Hubbard Rd,74.69,20-Jun-16
TV Hubbard Rd,74.69,21-Jun-16
TV Hubbard Rd,74.55,21-Jun-16
TV Hubbard Rd,74.5,22-Jun-16
TV Hubbard Rd,74.45,22-Jun-16
TV Hubbard Rd,74.46,23-Jun-16
TV Hubbard Rd,74.36,23-Jun-16
TV Hubbard Rd,74.3,24-Jun-16
TV Hubbard Rd,74.16,24-Jun-16
TV Hubbard Rd,74.02,25-Jun-16
TV Hubbard Rd,73.88,25-Jun-16
TV Hubbard Rd,73.86,26-Jun-16
TV Hubbard Rd,73.76,26-Jun-16
TV Hubbard Rd,73.72,27-Jun-16
TV Hubbard Rd,73.65,27-Jun-16
TV Hubbard Rd,73.64,28-Jun-16
TV Hubbard Rd,73.53,28-Jun-16
TV Hubbard Rd,73.52,29-Jun-16
TV Hubbard Rd,73.42,29-Jun-16
TV Hubbard Rd,73.39,30-Jun-16
TV Hubbard Rd,73.26,30-Jun-16
TV Hubbard Rd,73.2,1-Jul-16
TV Hubbard Rd,73.08,1-Jul-16
TV Hubbard Rd,73.02,2-Jul-16
TV Hubbard Rd,72.89,2-Jul-16
TV Hubbard Rd,72.8,3-Jul-16
TV Hubbard Rd,72.69,3-Jul-16
TV Hubbard Rd,72.63,4-Jul-16
TV Hubbard Rd,72.52,4-Jul-16
TV Hubbard Rd,72.49,5-Jul-16
TV Hubbard Rd,72.4,5-Jul-16
TV Hubbard Rd,72.37,6-Jul-16
TV Hubbard Rd,72.27,6-Jul-16
TV Hubbard Rd,72.23,7-Jul-16
TV Hubbard Rd,72.19,7-Jul-16
TV Hubbard Rd,72.16,8-Jul-16
TV Hubbard Rd,72.09,8-Jul-16
TV Hubbard Rd,72,9-Jul-16
TV Hubbard Rd,71.9,9-Jul-16
TV Hubbard Rd,71.85,10-Jul-16
TV Hubbard Rd,71.75,10-Jul-16
TV Hubbard Rd,71.57,11-Jul-16
TV Hubbard Rd,71.43,11-Jul-16
TV Hubbard Rd,71.34,12-Jul-16
TV Hubbard Rd,71.29,12-Jul-16
TV Hubbard Rd,71.16,13-Jul-16
TV Hubbard Rd,71.06,13-Jul-16
TV Hubbard Rd,70.96,14-Jul-16
TV Hubbard Rd,70.87,14-Jul-16
TV Hubbard Rd,70.83,15-Jul-16
TV Hubbard Rd,70.81,15-Jul-16
TV Hubbard Rd,70.73,16-Jul-16
TV Hubbard Rd,70.65,16-Jul-16
